	443	0.5
     0	     0	-1582.362836
     1	     1	-1582.744775
     2	     2	-1583.252724
     4	     3	-1583.572434
     5	     4	-1583.584863
     6	     5	-1583.960806
     7	     6	-1584.183881
    10	     7	-1584.300687
    11	     8	-1584.604024
    12	     9	-1584.635869
    14	    10	-1584.714812
    16	    11	-1584.897934
    17	    12	-1585.068135
    20	    13	-1585.280191
    24	    14	-1585.299867
    25	    15	-1585.436282
    26	    16	-1585.490200
    27	    17	-1585.626574
    28	    18	-1585.660521
    29	    19	-1585.713075
    30	    20	-1585.768957
    31	    21	-1585.803718
    32	    22	-1585.888404
    33	    23	-1585.922066
    37	    24	-1585.937550
    38	    25	-1586.071650
    39	    26	-1586.123492
    40	    27	-1586.144684
    41	    28	-1586.156113
    44	    29	-1586.172473
    45	    30	-1586.182188
    46	    31	-1586.184194
    48	    32	-1586.203946
    49	    33	-1586.216156
    51	    34	-1586.227576
    52	    35	-1586.239442
    53	    36	-1586.253845
    54	    37	-1586.274692
    56	    38	-1586.300005
    65	    39	-1586.310839
   165	    39	-1586.310839
   265	    39	-1586.310839
   365	    39	-1586.310839
   465	    39	-1586.310839
   565	    39	-1586.310839
   665	    39	-1586.310839
   765	    39	-1586.310839
   865	    39	-1586.310839
   965	    39	-1586.310839
  1065	    39	-1586.310839
