	443	0.2
     0	     0	-1551.965766
     1	     1	-1553.594465
     2	     2	-1554.249535
     3	     3	-1554.922335
     4	     4	-1555.458524
     5	     5	-1556.226579
     6	     6	-1556.820470
     7	     7	-1557.476588
     8	     8	-1557.755220
     9	     9	-1558.376377
    10	    10	-1558.729425
    11	    11	-1559.089271
    12	    12	-1559.260791
    13	    13	-1559.542599
    14	    14	-1559.909775
    15	    15	-1560.062318
    16	    16	-1560.364275
    17	    17	-1560.415588
    18	    18	-1560.948370
    19	    19	-1561.106379
    20	    20	-1561.433664
    21	    21	-1561.835958
    22	    22	-1561.839409
    23	    23	-1562.179081
    24	    24	-1562.199363
    25	    25	-1562.381613
    26	    26	-1562.704178
    27	    27	-1562.822303
    28	    28	-1563.013821
    29	    29	-1563.124217
    30	    30	-1563.337100
    32	    31	-1563.592233
    33	    32	-1563.752630
    34	    33	-1563.879239
    35	    34	-1563.942824
    36	    35	-1564.181674
    37	    36	-1564.277593
    38	    37	-1564.494111
    39	    38	-1564.536669
    40	    39	-1564.594988
    42	    40	-1564.754446
    43	    41	-1564.850945
    44	    42	-1565.133200
    45	    43	-1565.184890
    46	    44	-1565.272339
    47	    45	-1565.421998
    48	    46	-1565.521320
    49	    47	-1565.533113
    50	    48	-1565.780597
    51	    49	-1565.840664
    52	    50	-1565.917168
    53	    51	-1566.211250
    56	    52	-1566.291157
    57	    53	-1566.321738
    58	    54	-1566.351776
    59	    55	-1566.470141
    60	    56	-1566.528288
    62	    57	-1566.613856
    63	    58	-1566.670228
    64	    59	-1566.682060
    65	    60	-1566.782748
    66	    61	-1566.846114
    67	    62	-1566.902139
    68	    63	-1566.950433
    69	    64	-1567.009428
    70	    65	-1567.051106
    71	    66	-1567.078212
    72	    67	-1567.165807
    73	    68	-1567.289016
    74	    69	-1567.296516
    75	    70	-1567.306871
    76	    71	-1567.339444
    77	    72	-1567.363927
    78	    73	-1567.372276
    79	    74	-1567.439791
    80	    75	-1567.466475
    81	    76	-1567.553272
    82	    77	-1567.584873
    83	    78	-1567.592891
    85	    79	-1567.610864
    86	    80	-1567.666663
    87	    81	-1567.670021
    88	    82	-1567.686038
    89	    83	-1567.699340
    90	    84	-1567.728691
    91	    85	-1567.793808
    92	    86	-1567.833008
    93	    87	-1567.851972
    96	    88	-1567.891378
    98	    89	-1567.902274
    99	    90	-1567.917056
   103	    91	-1567.921155
   104	    92	-1567.927492
   105	    93	-1567.956422
   107	    94	-1567.969609
   108	    95	-1567.976275
   109	    96	-1567.996161
   110	    97	-1568.006314
   113	    98	-1568.011783
   114	    99	-1568.016429
   115	   100	-1568.043243
   118	   101	-1568.079312
   124	   102	-1568.099737
   125	   103	-1568.116692
   128	   104	-1568.124362
   129	   105	-1568.132638
   130	   106	-1568.141421
   134	   107	-1568.151429
   137	   108	-1568.167935
   140	   109	-1568.187392
   142	   110	-1568.190853
   149	   111	-1568.199190
   150	   112	-1568.225612
   154	   113	-1568.244315
   155	   114	-1568.246640
   158	   115	-1568.248772
   164	   116	-1568.262139
   165	   117	-1568.264464
   166	   118	-1568.272149
   168	   119	-1568.280599
   185	   120	-1568.281821
   186	   121	-1568.283178
   187	   122	-1568.298765
   189	   123	-1568.301344
   191	   124	-1568.306790
   193	   125	-1568.308061
   194	   126	-1568.309853
   195	   127	-1568.321143
   202	   128	-1568.325562
   203	   129	-1568.344913
   208	   130	-1568.353045
   209	   131	-1568.363370
   210	   132	-1568.376556
   222	   133	-1568.379172
   226	   134	-1568.386941
   253	   135	-1568.397276
   255	   136	-1568.400054
   260	   137	-1568.413823
   261	   138	-1568.415945
   266	   139	-1568.423784
   366	   139	-1568.424534
   466	   139	-1568.424766
   566	   139	-1568.424766
   666	   139	-1568.424766
   766	   139	-1568.424766
   866	   139	-1568.424766
   966	   139	-1568.424766
  1066	   139	-1568.425142
  1166	   139	-1568.425142
  1266	   139	-1568.425142
