	1417	0.5
     0	     0	-5089.934337
     1	     1	-5093.659195
     2	     2	-5094.298999
     3	     3	-5095.876355
     4	     4	-5096.645029
     5	     5	-5097.611285
     6	     6	-5098.304342
     7	     7	-5100.010618
     8	     8	-5100.673135
     9	     9	-5101.720298
    10	    10	-5102.139221
    11	    11	-5103.014465
    12	    12	-5103.392006
    13	    13	-5104.529861
    14	    14	-5105.551799
    15	    15	-5106.236297
    16	    16	-5107.330683
    17	    17	-5107.406866
    18	    18	-5108.581068
    19	    19	-5108.999494
    20	    20	-5109.891426
    21	    21	-5110.714864
    22	    22	-5111.301273
    23	    23	-5112.222366
    24	    24	-5112.470790
    25	    25	-5113.013507
    26	    26	-5113.569968
    27	    27	-5114.201937
    28	    28	-5115.165126
    29	    29	-5115.819322
    30	    30	-5116.421324
    31	    31	-5117.153471
    32	    32	-5117.886575
    33	    33	-5118.283313
    34	    34	-5118.862490
    35	    35	-5119.620739
    36	    36	-5120.073487
    37	    37	-5120.567270
    38	    38	-5121.133475
    39	    39	-5122.186405
    40	    40	-5122.679914
    41	    41	-5123.472792
    42	    42	-5124.203250
    43	    43	-5125.186282
    44	    44	-5125.874873
    45	    45	-5126.372897
    46	    46	-5127.102551
    47	    47	-5127.955843
    48	    48	-5128.953178
    49	    49	-5129.465476
    50	    50	-5130.103132
    51	    51	-5130.567000
    52	    52	-5131.141805
    53	    53	-5131.567195
    54	    54	-5132.160492
    55	    55	-5132.619129
    56	    56	-5133.124961
    57	    57	-5133.778359
    58	    58	-5134.360353
    59	    59	-5134.777166
    60	    60	-5135.571118
    61	    61	-5136.157968
    62	    62	-5136.714453
    63	    63	-5137.419138
    64	    64	-5138.409217
    65	    65	-5138.893360
    66	    66	-5139.444943
    67	    67	-5139.911752
    68	    68	-5140.494143
    69	    69	-5140.926126
    70	    70	-5141.703508
    71	    71	-5142.150381
    72	    72	-5142.613732
    73	    73	-5143.392361
    74	    74	-5144.099979
    75	    75	-5144.422574
    76	    76	-5145.217932
    77	    77	-5146.334813
    78	    78	-5146.785442
    79	    79	-5147.118355
    80	    80	-5147.705157
    81	    81	-5148.534180
    82	    82	-5149.009012
    83	    83	-5149.830650
    84	    84	-5150.133048
    85	    85	-5151.090058
    86	    86	-5151.579508
    87	    87	-5151.805571
    88	    88	-5152.660343
    89	    89	-5153.193278
    90	    90	-5153.692763
    91	    91	-5154.377389
    92	    92	-5154.771866
    93	    93	-5155.167722
    94	    94	-5156.092498
    95	    95	-5156.385974
    96	    96	-5156.484385
    97	    97	-5156.951152
    98	    98	-5157.909538
    99	    99	-5158.417749
   100	   100	-5158.924913
   101	   101	-5159.268417
   102	   102	-5159.686877
   103	   103	-5160.449024
   104	   104	-5161.112128
   105	   105	-5161.720843
   106	   106	-5162.188771
   107	   107	-5162.577634
   108	   108	-5162.905120
   109	   109	-5163.416075
   110	   110	-5163.773986
   111	   111	-5164.270496
   112	   112	-5164.827180
   113	   113	-5165.641646
   114	   114	-5166.020140
   115	   115	-5166.390237
   116	   116	-5167.199036
   117	   117	-5167.498394
   118	   118	-5167.845603
   119	   119	-5168.338977
   120	   120	-5168.859047
   121	   121	-5169.237797
   122	   122	-5169.591616
   123	   123	-5169.862105
   124	   124	-5170.330831
   125	   125	-5170.955860
   126	   126	-5171.396835
   127	   127	-5171.905779
   128	   128	-5172.119117
   129	   129	-5172.487597
   130	   130	-5172.906860
   131	   131	-5173.116864
   132	   132	-5173.531644
   133	   133	-5174.170511
   134	   134	-5174.803734
   135	   135	-5175.060280
   136	   136	-5175.500084
   137	   137	-5175.899696
   138	   138	-5176.054055
   139	   139	-5176.518916
   140	   140	-5176.810305
   141	   141	-5177.975159
   142	   142	-5178.153451
   143	   143	-5178.642613
   144	   144	-5178.883575
   145	   145	-5179.350321
   146	   146	-5179.991129
   147	   147	-5180.388584
   148	   148	-5180.672273
   149	   149	-5181.413657
   150	   150	-5181.812712
   151	   151	-5182.292737
   152	   152	-5182.478901
   153	   153	-5182.875426
   154	   154	-5183.065175
   155	   155	-5183.300910
   156	   156	-5183.622461
   157	   157	-5183.955823
   158	   158	-5184.193402
   159	   159	-5184.444472
   160	   160	-5185.029040
   161	   161	-5185.282349
   162	   162	-5185.521334
   163	   163	-5186.236474
   164	   164	-5186.511923
   165	   165	-5186.556795
   166	   166	-5186.834799
   167	   167	-5187.189676
   168	   168	-5187.563753
   169	   169	-5187.882969
   170	   170	-5188.398478
   171	   171	-5188.660060
   172	   172	-5188.878458
   173	   173	-5189.489535
   174	   174	-5189.924355
   175	   175	-5190.020532
   176	   176	-5190.219008
   177	   177	-5190.538717
   178	   178	-5190.863888
   179	   179	-5191.032321
   180	   180	-5191.176347
   181	   181	-5191.586109
   182	   182	-5191.938976
   183	   183	-5192.235752
   184	   184	-5192.459912
   185	   185	-5192.769679
   186	   186	-5193.170026
   187	   187	-5193.448503
   188	   188	-5193.605977
   189	   189	-5194.129600
   190	   190	-5194.495389
   191	   191	-5194.781269
   192	   192	-5195.014777
   193	   193	-5195.662765
   194	   194	-5195.784487
   195	   195	-5196.079702
   196	   196	-5196.395527
   197	   197	-5196.535359
   198	   198	-5197.137333
   199	   199	-5197.573845
   200	   200	-5198.046893
   201	   201	-5198.129151
   202	   202	-5198.356403
   203	   203	-5198.581928
   204	   204	-5198.963731
   205	   205	-5199.134030
   206	   206	-5199.439936
   207	   207	-5199.983014
   208	   208	-5200.144010
   209	   209	-5200.556141
   210	   210	-5200.657130
   211	   211	-5201.034879
   212	   212	-5201.268000
   213	   213	-5201.533393
   214	   214	-5201.869346
   215	   215	-5202.307920
   216	   216	-5202.452287
   217	   217	-5202.815479
   218	   218	-5203.116795
   219	   219	-5203.483794
   220	   220	-5203.868734
   221	   221	-5204.033072
   222	   222	-5204.180846
   223	   223	-5204.417530
   224	   224	-5204.770346
   225	   225	-5204.845663
   226	   226	-5204.982352
   227	   227	-5205.195855
   228	   228	-5205.439340
   229	   229	-5205.812646
   230	   230	-5205.943263
   231	   231	-5206.258669
   232	   232	-5206.460852
   233	   233	-5206.729289
   234	   234	-5206.765093
   235	   235	-5207.098266
   236	   236	-5207.365952
   237	   237	-5207.707493
   238	   238	-5208.089698
   239	   239	-5208.348783
   240	   240	-5208.578910
   241	   241	-5208.990540
   242	   242	-5209.169169
   243	   243	-5209.380954
   244	   244	-5209.598552
   245	   245	-5209.877538
   246	   246	-5210.103732
   247	   247	-5210.428667
   248	   248	-5210.921802
   249	   249	-5211.125667
   250	   250	-5211.378628
   251	   251	-5211.552839
   252	   252	-5211.818495
   253	   253	-5212.072104
   254	   254	-5212.079915
   255	   255	-5212.381242
   256	   256	-5212.654084
   257	   257	-5212.824992
   258	   258	-5213.063129
   259	   259	-5213.227460
   260	   260	-5213.479595
   261	   261	-5213.759518
   262	   262	-5213.979220
   263	   263	-5214.216712
   264	   264	-5214.681831
   265	   265	-5215.080991
   266	   266	-5215.221432
   267	   267	-5215.614958
   268	   268	-5215.897138
   269	   269	-5215.979847
   270	   270	-5216.301179
   271	   271	-5216.517673
   272	   272	-5216.543472
   273	   273	-5216.810593
   274	   274	-5217.008309
   275	   275	-5217.409542
   276	   276	-5217.505931
   277	   277	-5217.573238
   278	   278	-5217.912981
   279	   279	-5218.066935
   280	   280	-5218.268837
   281	   281	-5218.458811
   282	   282	-5218.769546
   283	   283	-5218.828013
   284	   284	-5219.116044
   285	   285	-5219.354042
   286	   286	-5219.651597
   287	   287	-5220.270648
   288	   288	-5220.528063
   289	   289	-5220.684225
   290	   290	-5220.893870
   291	   291	-5221.024268
   292	   292	-5221.254468
   293	   293	-5221.367736
   294	   294	-5221.732681
   295	   295	-5221.967192
   296	   296	-5222.152838
   297	   297	-5222.241346
   298	   298	-5222.409284
   299	   299	-5222.637234
   300	   300	-5222.824745
   301	   301	-5222.941233
   302	   302	-5223.463693
   303	   303	-5223.566362
   304	   304	-5223.669581
   305	   305	-5223.714601
   306	   306	-5223.986069
   307	   307	-5224.154400
   308	   308	-5224.247153
   309	   309	-5224.674687
   310	   310	-5224.799208
   311	   311	-5224.916971
   312	   312	-5224.955926
   313	   313	-5225.237877
   314	   314	-5225.464124
   315	   315	-5225.530950
   316	   316	-5225.723480
   317	   317	-5225.913309
   318	   318	-5226.071896
   319	   319	-5226.112467
   320	   320	-5226.302171
   321	   321	-5226.569549
   323	   322	-5226.835609
   324	   323	-5226.994241
   325	   324	-5227.128586
   326	   325	-5227.473587
   327	   326	-5227.705954
   328	   327	-5227.787730
   329	   328	-5227.905797
   330	   329	-5228.020649
   331	   330	-5228.256909
   332	   331	-5228.399731
   333	   332	-5228.469903
   334	   333	-5228.689278
   335	   334	-5228.829954
   336	   335	-5228.937568
   337	   336	-5229.093270
   338	   337	-5229.175672
   339	   338	-5229.421895
   340	   339	-5229.589234
   341	   340	-5229.673212
   342	   341	-5229.790423
   343	   342	-5229.958072
   344	   343	-5230.200972
   345	   344	-5230.331197
   346	   345	-5230.468855
   347	   346	-5230.683396
   348	   347	-5230.813323
   350	   348	-5230.952829
   351	   349	-5231.125804
   352	   350	-5231.234091
   353	   351	-5231.415485
   354	   352	-5231.479842
   355	   353	-5231.707457
   356	   354	-5231.921368
   357	   355	-5231.925669
   358	   356	-5232.067163
   359	   357	-5232.233922
   360	   358	-5232.298420
   361	   359	-5232.311509
   362	   360	-5232.484783
   363	   361	-5232.591652
   364	   362	-5232.790222
   365	   363	-5233.018666
   366	   364	-5233.327845
   368	   365	-5233.475870
   369	   366	-5233.558792
   370	   367	-5233.623896
   371	   368	-5233.684787
   372	   369	-5233.812049
   373	   370	-5234.063047
   374	   371	-5234.214293
   375	   372	-5234.240343
   376	   373	-5234.349294
   377	   374	-5234.442886
   378	   375	-5234.525548
   379	   376	-5234.687724
   380	   377	-5234.832836
   381	   378	-5234.909741
   382	   379	-5235.025144
   383	   380	-5235.171430
   384	   381	-5235.432558
   385	   382	-5235.601088
   386	   383	-5235.708576
   387	   384	-5235.725163
   388	   385	-5235.786244
   389	   386	-5235.885602
   390	   387	-5235.953100
   391	   388	-5236.064238
   392	   389	-5236.227626
   393	   390	-5236.343911
   394	   391	-5236.446272
   395	   392	-5236.674569
   396	   393	-5236.786065
   397	   394	-5236.873021
   398	   395	-5236.989569
   399	   396	-5237.133412
   400	   397	-5237.212679
   401	   398	-5237.301516
   402	   399	-5237.474776
   403	   400	-5237.601108
   404	   401	-5237.723532
   405	   402	-5237.827586
   406	   403	-5238.014937
   407	   404	-5238.028205
   408	   405	-5238.192189
   409	   406	-5238.282661
   410	   407	-5238.356637
   412	   408	-5238.441073
   413	   409	-5238.507984
   414	   410	-5238.685270
   415	   411	-5238.729223
   416	   412	-5238.904634
   417	   413	-5239.081562
   419	   414	-5239.097399
   420	   415	-5239.184809
   421	   416	-5239.279870
   422	   417	-5239.336689
   423	   418	-5239.529549
   424	   419	-5239.558847
   425	   420	-5239.777289
   426	   421	-5239.884173
   427	   422	-5239.999116
   428	   423	-5240.157737
   429	   424	-5240.251936
   430	   425	-5240.293594
   431	   426	-5240.329058
   432	   427	-5240.544627
   433	   428	-5240.610775
   434	   429	-5240.626764
   435	   430	-5240.708426
   436	   431	-5240.820192
   437	   432	-5240.859804
   438	   433	-5240.992711
   439	   434	-5241.002303
   440	   435	-5241.131219
   442	   436	-5241.199785
   443	   437	-5241.340681
   444	   438	-5241.481470
   445	   439	-5241.569188
   446	   440	-5241.575733
   447	   441	-5241.681260
   448	   442	-5241.732856
   449	   443	-5241.735686
   450	   444	-5241.821804
   451	   445	-5241.897773
   452	   446	-5241.940020
   453	   447	-5241.991428
   454	   448	-5242.061457
   455	   449	-5242.087612
   456	   450	-5242.158658
   457	   451	-5242.313093
   458	   452	-5242.415343
   459	   453	-5242.564891
   460	   454	-5242.648071
   461	   455	-5242.679960
   462	   456	-5242.780134
   464	   457	-5242.829524
   465	   458	-5242.885112
   466	   459	-5242.958247
   467	   460	-5243.069314
   468	   461	-5243.152907
   469	   462	-5243.272505
   470	   463	-5243.351364
   472	   464	-5243.449778
   473	   465	-5243.494600
   474	   466	-5243.557780
   475	   467	-5243.638050
   476	   468	-5243.801704
   477	   469	-5243.806781
   478	   470	-5243.853462
   479	   471	-5243.885772
   480	   472	-5244.008290
   481	   473	-5244.107642
   483	   474	-5244.164029
   484	   475	-5244.266312
   485	   476	-5244.297274
   486	   477	-5244.413639
   487	   478	-5244.418285
   488	   479	-5244.458169
   489	   480	-5244.494631
   490	   481	-5244.539791
   491	   482	-5244.570136
   492	   483	-5244.629440
   493	   484	-5244.658445
   494	   485	-5244.701856
   495	   486	-5244.775284
   496	   487	-5244.806451
   497	   488	-5244.876037
   498	   489	-5245.003441
