	443	0.6
     0	     0	-1586.739845
     1	     1	-1587.180338
     2	     2	-1587.271434
     3	     3	-1587.296616
     4	     4	-1587.463457
     5	     5	-1587.688884
     6	     6	-1587.920977
     7	     7	-1588.210068
     8	     8	-1588.520542
     9	     9	-1588.695427
    10	    10	-1588.929176
    11	    11	-1589.020757
    12	    12	-1589.070663
    13	    13	-1589.137593
    14	    14	-1589.176850
    15	    15	-1589.461858
    16	    16	-1589.603241
    17	    17	-1589.929338
    18	    18	-1590.008550
    19	    19	-1590.205182
    20	    20	-1590.318975
    21	    21	-1590.464996
    22	    22	-1590.512485
    23	    23	-1590.580246
    24	    24	-1590.711916
    25	    25	-1590.957809
    27	    26	-1591.022935
    28	    27	-1591.239632
    29	    28	-1591.326071
    30	    29	-1591.402355
    31	    30	-1591.589249
    32	    31	-1591.624930
    33	    32	-1591.712203
    34	    33	-1591.844003
    35	    34	-1591.982395
    36	    35	-1592.108795
    37	    36	-1592.110856
    38	    37	-1592.292074
    39	    38	-1592.331553
    40	    39	-1592.438002
    41	    40	-1592.570669
    42	    41	-1592.687335
    43	    42	-1592.908450
    44	    43	-1592.932141
    45	    44	-1592.983995
    46	    45	-1593.160419
    47	    46	-1593.253894
    48	    47	-1593.318142
    49	    48	-1593.383296
    50	    49	-1593.507526
    51	    50	-1593.541651
    52	    51	-1593.648504
    53	    52	-1593.745566
    54	    53	-1593.846809
    55	    54	-1593.915532
    56	    55	-1594.064012
    57	    56	-1594.116352
    58	    57	-1594.163068
    59	    58	-1594.200246
    60	    59	-1594.306631
    61	    60	-1594.453082
    62	    61	-1594.576202
    63	    62	-1594.653678
    64	    63	-1594.843423
    65	    64	-1594.857811
    66	    65	-1594.924012
    67	    66	-1594.940274
    68	    67	-1595.025117
    69	    68	-1595.108950
    70	    69	-1595.196446
    71	    70	-1595.247494
    72	    71	-1595.383427
    73	    72	-1595.445942
    74	    73	-1595.455559
    75	    74	-1595.533763
    76	    75	-1595.685208
    77	    76	-1595.804156
    78	    77	-1595.878749
    79	    78	-1595.884587
    80	    79	-1596.088166
    81	    80	-1596.129638
    82	    81	-1596.154480
    83	    82	-1596.180445
    84	    83	-1596.280649
    85	    84	-1596.343047
    86	    85	-1596.386690
    87	    86	-1596.421427
    88	    87	-1596.429112
    89	    88	-1596.490549
    90	    89	-1596.534477
    91	    90	-1596.586397
    92	    91	-1596.657448
    93	    92	-1596.768271
    94	    93	-1596.777335
    95	    94	-1596.783297
    96	    95	-1596.823213
    97	    96	-1596.861260
    99	    97	-1596.885965
   100	    98	-1596.923245
   101	    99	-1596.958507
   102	   100	-1597.043560
   104	   101	-1597.074111
   105	   102	-1597.091535
   106	   103	-1597.173720
   107	   104	-1597.177500
   109	   105	-1597.198772
   110	   106	-1597.230988
   112	   107	-1597.260074
   113	   108	-1597.298687
   115	   109	-1597.358094
   117	   110	-1597.372176
   118	   111	-1597.485925
   119	   112	-1597.517123
   120	   113	-1597.523043
   121	   114	-1597.531781
   122	   115	-1597.552483
   123	   116	-1597.555519
   124	   117	-1597.575365
   125	   118	-1597.589935
   126	   119	-1597.624289
   128	   120	-1597.630844
   129	   121	-1597.641010
   130	   122	-1597.654851
   131	   123	-1597.672034
   132	   124	-1597.692768
   133	   125	-1597.702323
   134	   126	-1597.721998
   135	   127	-1597.726054
   136	   128	-1597.750616
   138	   129	-1597.758271
   139	   130	-1597.775216
   140	   131	-1597.804452
   141	   132	-1597.823751
   143	   133	-1597.830526
   144	   134	-1597.832206
   145	   135	-1597.835983
   146	   136	-1597.867960
   147	   137	-1597.899454
   148	   138	-1597.929519
   149	   139	-1597.957642
   150	   140	-1597.970648
   151	   141	-1597.995285
   152	   142	-1598.025563
   153	   143	-1598.030035
   158	   144	-1598.040173
   159	   145	-1598.052978
   160	   146	-1598.055282
   161	   147	-1598.067507
   162	   148	-1598.101605
   165	   149	-1598.106833
   166	   150	-1598.123669
   168	   151	-1598.137369
   170	   152	-1598.159868
   177	   153	-1598.163489
   182	   154	-1598.168893
   183	   155	-1598.175697
   184	   156	-1598.187554
   186	   157	-1598.190020
   187	   158	-1598.195994
   189	   159	-1598.199283
   190	   160	-1598.204840
   192	   161	-1598.219614
   197	   162	-1598.224123
   198	   163	-1598.229990
   199	   164	-1598.234499
   201	   165	-1598.236734
   202	   166	-1598.252000
   206	   167	-1598.272371
   208	   168	-1598.279095
   216	   169	-1598.281402
   221	   170	-1598.286060
   243	   171	-1598.292519
   245	   172	-1598.294938
   247	   173	-1598.299659
   249	   174	-1598.314537
   250	   175	-1598.323571
   251	   176	-1598.324956
   260	   177	-1598.326957
   261	   178	-1598.333344
   276	   179	-1598.339779
