	443	0.7
     0	     0	-1588.127408
     1	     1	-1588.342794
     2	     2	-1588.815547
     3	     3	-1588.863651
     5	     4	-1588.899879
     6	     5	-1589.007946
     7	     6	-1589.385786
     8	     7	-1589.622986
     9	     8	-1589.657211
    10	     9	-1590.028639
    11	    10	-1590.078331
    12	    11	-1590.262654
    13	    12	-1590.382095
    15	    13	-1590.385421
    16	    14	-1590.699153
    17	    15	-1590.704232
    18	    16	-1590.959663
    19	    17	-1591.094922
    20	    18	-1591.243224
    21	    19	-1591.328511
    22	    20	-1591.525633
    23	    21	-1591.797175
    24	    22	-1592.020572
    25	    23	-1592.086611
    26	    24	-1592.130745
    27	    25	-1592.488478
    28	    26	-1592.646367
    30	    27	-1592.789250
    31	    28	-1592.843803
    32	    29	-1593.129750
    33	    30	-1593.248709
    34	    31	-1593.386594
    35	    32	-1593.479413
    36	    33	-1593.517963
    37	    34	-1593.582921
    38	    35	-1593.791689
    39	    36	-1593.835092
    40	    37	-1594.024738
    41	    38	-1594.034766
    42	    39	-1594.231860
    43	    40	-1594.363280
    44	    41	-1594.500830
    45	    42	-1594.552266
    46	    43	-1594.717676
    47	    44	-1594.858604
    48	    45	-1594.919426
    49	    46	-1595.099098
    50	    47	-1595.171416
    51	    48	-1595.233295
    52	    49	-1595.397242
    53	    50	-1595.478409
    54	    51	-1595.639481
    55	    52	-1595.813352
    56	    53	-1595.852560
    58	    54	-1596.005038
    59	    55	-1596.130597
    60	    56	-1596.277834
    61	    57	-1596.501918
    62	    58	-1596.555700
    63	    59	-1596.567052
    64	    60	-1596.663698
    65	    61	-1596.718020
    66	    62	-1597.020775
    68	    63	-1597.030902
    69	    64	-1597.063034
    70	    65	-1597.194212
    71	    66	-1597.438944
    72	    67	-1597.445407
    73	    68	-1597.451248
    74	    69	-1597.504970
    75	    70	-1597.656816
    76	    71	-1597.659346
    77	    72	-1597.699722
    78	    73	-1597.807521
    79	    74	-1598.029337
    81	    75	-1598.127109
    82	    76	-1598.263965
    83	    77	-1598.277311
    84	    78	-1598.323256
    86	    79	-1598.364594
    87	    80	-1598.508740
    88	    81	-1598.638854
    89	    82	-1598.653935
    90	    83	-1598.731221
    92	    84	-1598.773204
    93	    85	-1598.813634
    94	    86	-1598.878919
    95	    87	-1598.907027
    96	    88	-1598.939943
    97	    89	-1598.949529
    98	    90	-1598.996678
    99	    91	-1599.038435
   100	    92	-1599.071208
   102	    93	-1599.114053
   103	    94	-1599.152009
   104	    95	-1599.171413
   105	    96	-1599.210503
   106	    97	-1599.226525
   107	    98	-1599.284518
   108	    99	-1599.317373
   109	   100	-1599.322298
   110	   101	-1599.337566
   111	   102	-1599.373222
   112	   103	-1599.408770
   113	   104	-1599.427817
   114	   105	-1599.461596
   115	   106	-1599.491952
   116	   107	-1599.504133
   117	   108	-1599.508487
   118	   109	-1599.516770
   119	   110	-1599.545193
   120	   111	-1599.563044
   123	   112	-1599.567333
   124	   113	-1599.594232
   125	   114	-1599.610827
   126	   115	-1599.646181
   127	   116	-1599.656985
   128	   117	-1599.684334
   130	   118	-1599.713206
   131	   119	-1599.740408
   132	   120	-1599.752098
   133	   121	-1599.768256
   134	   122	-1599.807310
   135	   123	-1599.819508
   138	   124	-1599.856572
   139	   125	-1599.871279
   141	   126	-1599.891336
   142	   127	-1599.898776
   143	   128	-1599.906345
   144	   129	-1599.926746
   145	   130	-1599.956106
   146	   131	-1599.983786
   147	   132	-1600.000872
   150	   133	-1600.015183
   151	   134	-1600.053101
   155	   135	-1600.088723
   156	   136	-1600.093183
   157	   137	-1600.114067
   158	   138	-1600.136828
   159	   139	-1600.159766
   160	   140	-1600.194524
   164	   141	-1600.273735
   166	   142	-1600.306664
   167	   143	-1600.312996
   170	   144	-1600.328830
   171	   145	-1600.355500
   174	   146	-1600.358590
   176	   147	-1600.371072
   177	   148	-1600.377602
   180	   149	-1600.381768
   181	   150	-1600.413219
   182	   151	-1600.415172
   183	   152	-1600.440317
   184	   153	-1600.461149
   187	   154	-1600.467315
   189	   155	-1600.488256
   192	   156	-1600.495188
   193	   157	-1600.507790
   210	   158	-1600.516442
   211	   159	-1600.538838
   215	   160	-1600.543914
   217	   161	-1600.555393
   218	   162	-1600.558475
   219	   163	-1600.569954
   221	   164	-1600.599240
   227	   165	-1600.603779
   228	   166	-1600.629481
   231	   167	-1600.640105
   232	   168	-1600.653974
   233	   169	-1600.666961
   248	   170	-1600.683079
   254	   171	-1600.687533
   263	   172	-1600.692784
   264	   173	-1600.697889
   268	   174	-1600.703703
   270	   175	-1600.707612
   272	   176	-1600.719884
   273	   177	-1600.721899
   282	   178	-1600.728599
   283	   179	-1600.745211
   285	   180	-1600.760148
   286	   181	-1600.762348
   287	   182	-1600.784414
   288	   183	-1600.791848
   289	   184	-1600.812673
   297	   185	-1600.817823
   298	   186	-1600.822016
   299	   187	-1600.842259
   306	   188	-1600.844884
   307	   189	-1600.846320
   312	   190	-1600.849145
   313	   191	-1600.850314
   314	   192	-1600.880381
   315	   193	-1600.890394
   318	   194	-1600.892977
   339	   195	-1600.897871
   361	   196	-1600.900152
   379	   197	-1600.915221
   382	   198	-1600.924829
   388	   199	-1600.935161
   406	   200	-1600.936639
   417	   201	-1600.945529
   426	   202	-1600.947603
   461	   203	-1600.965400
   490	   204	-1600.968498
   532	   205	-1600.974860
   537	   206	-1600.976615
   621	   207	-1601.001949
   721	   207	-1601.001949
   821	   207	-1601.001949
   921	   207	-1601.001949
   947	   208	-1601.012723
   979	   209	-1601.024446
  1079	   209	-1601.024446
  1179	   209	-1601.024446
  1279	   209	-1601.024446
  1379	   209	-1601.024446
  1479	   209	-1601.024446
  1579	   209	-1601.024446
  1679	   209	-1601.024446
  1779	   209	-1601.024446
  1879	   209	-1601.024446
  1979	   209	-1601.024446
