	443	0.5
     0	     0	-1582.822060
     1	     1	-1583.336619
     2	     2	-1583.768788
     3	     3	-1584.059758
     6	     4	-1584.177665
     7	     5	-1584.294787
     8	     6	-1584.469057
     9	     7	-1584.716147
    10	     8	-1584.915398
    11	     9	-1584.954485
    12	    10	-1585.041232
    13	    11	-1585.055380
    14	    12	-1585.132834
    16	    13	-1585.271710
    17	    14	-1585.406404
    19	    15	-1585.493962
    20	    16	-1585.505175
    21	    17	-1585.526064
    23	    18	-1585.534211
    24	    19	-1585.704949
    26	    20	-1585.742381
    29	    21	-1585.824359
    30	    22	-1585.836518
    31	    23	-1585.893654
    32	    24	-1586.012448
    33	    25	-1586.038130
    34	    26	-1586.099301
    35	    27	-1586.136611
    37	    28	-1586.159138
    38	    29	-1586.180028
    39	    30	-1586.235137
    41	    31	-1586.274444
    42	    32	-1586.287842
    46	    33	-1586.331391
    51	    34	-1586.347313
    55	    35	-1586.358036
    56	    36	-1586.361639
    64	    37	-1586.369459
    80	    38	-1586.373361
   180	    38	-1586.373361
   280	    38	-1586.373361
   380	    38	-1586.373361
   480	    38	-1586.373361
   580	    38	-1586.373361
   680	    38	-1586.373361
   780	    38	-1586.373361
   880	    38	-1586.373361
   980	    38	-1586.373361
  1080	    38	-1586.373361
