	1417	0.5
     0	     0	-5214.440752
     1	     1	-5215.631738
     3	     2	-5215.849119
     4	     3	-5216.209253
     5	     4	-5216.363161
     6	     5	-5216.967541
     7	     6	-5217.688849
     8	     7	-5218.125918
    11	     8	-5218.142773
    12	     9	-5218.209475
    13	    10	-5218.507376
    14	    11	-5218.974741
    15	    12	-5219.320549
    17	    13	-5219.358126
    19	    14	-5219.594332
    20	    15	-5219.634670
    21	    16	-5220.137731
    23	    17	-5220.385840
    25	    18	-5220.626041
    26	    19	-5220.870958
    27	    20	-5221.329676
    28	    21	-5221.394808
    29	    22	-5221.608230
    30	    23	-5221.852236
    33	    24	-5222.031463
    34	    25	-5222.415157
    35	    26	-5222.524734
    36	    27	-5222.892005
    38	    28	-5222.905800
    39	    29	-5223.508954
    40	    30	-5223.618989
    41	    31	-5223.873686
    42	    32	-5223.984817
    43	    33	-5223.996937
    44	    34	-5224.048068
    45	    35	-5224.465779
    46	    36	-5224.680577
    47	    37	-5224.855005
    48	    38	-5224.892674
    49	    39	-5225.103376
    50	    40	-5225.235142
    51	    41	-5225.344995
    52	    42	-5225.431642
    53	    43	-5225.689608
    54	    44	-5225.719799
    55	    45	-5225.998806
    56	    46	-5226.148294
    57	    47	-5226.340267
    58	    48	-5226.536671
    59	    49	-5226.574820
    60	    50	-5226.685746
    61	    51	-5226.984325
    62	    52	-5227.068473
    63	    53	-5227.083921
    64	    54	-5227.226711
    65	    55	-5227.381816
    66	    56	-5227.564996
    67	    57	-5227.653295
    68	    58	-5227.946710
    69	    59	-5228.088202
    70	    60	-5228.165959
    71	    61	-5228.400396
    72	    62	-5228.536486
    73	    63	-5228.627503
    74	    64	-5229.109540
    75	    65	-5229.192556
    76	    66	-5229.259584
    77	    67	-5229.430539
    78	    68	-5229.614844
    79	    69	-5229.849667
    80	    70	-5229.954093
    81	    71	-5230.048754
    82	    72	-5230.128792
    83	    73	-5230.145397
    84	    74	-5230.293330
    85	    75	-5230.420508
    86	    76	-5230.633405
    87	    77	-5230.651252
    88	    78	-5230.745233
    89	    79	-5230.923940
    90	    80	-5231.027208
    91	    81	-5231.170331
    92	    82	-5231.242872
    93	    83	-5231.414111
    94	    84	-5231.449916
    95	    85	-5231.560173
    96	    86	-5231.964544
    97	    87	-5231.980350
    98	    88	-5232.162061
    99	    89	-5232.213855
   100	    90	-5232.412708
   101	    91	-5232.486191
   102	    92	-5232.648239
   103	    93	-5232.844724
   104	    94	-5232.934441
   105	    95	-5233.044125
   106	    96	-5233.259097
   107	    97	-5233.337738
   108	    98	-5233.452720
   109	    99	-5233.640823
   110	   100	-5233.890695
   111	   101	-5233.996602
   112	   102	-5234.080666
   113	   103	-5234.202036
   114	   104	-5234.298518
   115	   105	-5234.415695
   116	   106	-5234.774306
   118	   107	-5234.856689
   119	   108	-5235.004675
   120	   109	-5235.100754
   121	   110	-5235.178338
   122	   111	-5235.374392
   123	   112	-5235.659101
   124	   113	-5235.787525
   125	   114	-5235.813841
   126	   115	-5236.018998
   127	   116	-5236.097479
   128	   117	-5236.214954
   129	   118	-5236.445876
   130	   119	-5236.539650
   131	   120	-5236.624328
   132	   121	-5236.731177
   133	   122	-5236.878872
   134	   123	-5237.147034
   135	   124	-5237.174732
   136	   125	-5237.361364
   137	   126	-5237.429943
   138	   127	-5237.584322
   139	   128	-5237.641286
   140	   129	-5237.774846
   141	   130	-5238.016810
   142	   131	-5238.098231
   144	   132	-5238.233200
   145	   133	-5238.397419
   146	   134	-5238.436140
   147	   135	-5238.578045
   148	   136	-5238.699922
   149	   137	-5238.735493
   150	   138	-5238.870906
   151	   139	-5239.077333
   152	   140	-5239.094427
   153	   141	-5239.191166
   154	   142	-5239.339670
   155	   143	-5239.359913
   156	   144	-5239.500274
   158	   145	-5239.701360
   159	   146	-5239.823103
   160	   147	-5239.876899
   161	   148	-5239.937894
