443	0.000000
1	15.892800	15.892800	15.892800
1	17.879400	17.879400	15.892800
1	15.892800	17.879400	17.879400
1	17.879400	15.892800	17.879400
1	17.879400	13.906200	15.892800
1	13.906200	17.879400	15.892800
1	15.892800	17.879400	13.906200
0	17.879400	15.892800	13.906200
1	15.892800	13.906200	17.879400
1	13.906200	15.892800	17.879400
1	13.906200	13.906200	15.892800
1	15.892800	13.906200	13.906200
1	13.906200	15.892800	13.906200
1	19.866000	15.892800	15.892800
0	15.892800	19.866000	15.892800
1	15.892800	15.892800	19.866000
1	15.892800	15.892800	11.919600
1	15.892800	11.919600	15.892800
0	11.919600	15.892800	15.892800
0	17.879400	13.906200	19.866000
0	13.906200	17.879400	19.866000
1	17.879400	17.879400	19.866000
1	19.866000	17.879400	13.906200
1	17.879400	19.866000	13.906200
1	19.866000	13.906200	17.879400
0	19.866000	17.879400	17.879400
1	13.906200	19.866000	17.879400
1	17.879400	19.866000	17.879400
1	17.879400	17.879400	11.919600
1	13.906200	13.906200	19.866000
0	19.866000	13.906200	13.906200
1	13.906200	19.866000	13.906200
1	17.879400	11.919600	17.879400
1	11.919600	17.879400	17.879400
1	17.879400	13.906200	11.919600
0	13.906200	17.879400	11.919600
1	17.879400	11.919600	13.906200
1	11.919600	17.879400	13.906200
1	11.919600	13.906200	17.879400
0	13.906200	11.919600	17.879400
1	13.906200	13.906200	11.919600
1	11.919600	13.906200	13.906200
0	13.906200	11.919600	13.906200
1	19.866000	19.866000	15.892800
1	19.866000	15.892800	19.866000
1	15.892800	19.866000	19.866000
1	19.866000	15.892800	11.919600
1	15.892800	19.866000	11.919600
1	19.866000	11.919600	15.892800
1	11.919600	19.866000	15.892800
1	15.892800	11.919600	19.866000
1	11.919600	15.892800	19.866000
1	15.892800	11.919600	11.919600
1	11.919600	15.892800	11.919600
1	11.919600	11.919600	15.892800
1	13.906200	9.933000	15.892800
1	17.879400	9.933000	15.892800
1	9.933000	13.906200	15.892800
1	21.852600	13.906200	15.892800
1	9.933000	17.879400	15.892800
1	21.852600	17.879400	15.892800
1	13.906200	21.852600	15.892800
1	17.879400	21.852600	15.892800
1	15.892800	13.906200	9.933000
1	13.906200	15.892800	9.933000
1	15.892800	17.879400	9.933000
1	17.879400	15.892800	9.933000
1	15.892800	9.933000	13.906200
1	9.933000	15.892800	13.906200
1	21.852600	15.892800	13.906200
1	15.892800	21.852600	13.906200
1	15.892800	9.933000	17.879400
1	9.933000	15.892800	17.879400
1	21.852600	15.892800	17.879400
1	15.892800	21.852600	17.879400
1	15.892800	13.906200	21.852600
1	13.906200	15.892800	21.852600
1	15.892800	17.879400	21.852600
1	17.879400	15.892800	21.852600
1	19.866000	19.866000	19.866000
1	19.866000	19.866000	11.919600
1	19.866000	11.919600	19.866000
1	11.919600	19.866000	19.866000
1	19.866000	11.919600	11.919600
1	11.919600	19.866000	11.919600
1	11.919600	11.919600	19.866000
1	11.919600	11.919600	11.919600
1	13.906200	9.933000	19.866000
1	17.879400	9.933000	19.866000
1	9.933000	13.906200	19.866000
1	21.852600	13.906200	19.866000
1	9.933000	17.879400	19.866000
1	21.852600	17.879400	19.866000
1	13.906200	21.852600	19.866000
1	17.879400	21.852600	19.866000
1	19.866000	13.906200	9.933000
1	19.866000	17.879400	9.933000
1	13.906200	19.866000	9.933000
1	17.879400	19.866000	9.933000
1	19.866000	9.933000	13.906200
1	9.933000	19.866000	13.906200
1	19.866000	21.852600	13.906200
1	21.852600	19.866000	13.906200
1	19.866000	9.933000	17.879400
1	9.933000	19.866000	17.879400
1	19.866000	21.852600	17.879400
1	21.852600	19.866000	17.879400
1	19.866000	13.906200	21.852600
1	19.866000	17.879400	21.852600
1	13.906200	19.866000	21.852600
1	17.879400	19.866000	21.852600
1	13.906200	9.933000	11.919600
1	17.879400	9.933000	11.919600
1	9.933000	13.906200	11.919600
1	21.852600	13.906200	11.919600
1	9.933000	17.879400	11.919600
1	21.852600	17.879400	11.919600
1	13.906200	21.852600	11.919600
1	17.879400	21.852600	11.919600
1	11.919600	13.906200	9.933000
1	13.906200	11.919600	9.933000
1	17.879400	11.919600	9.933000
1	11.919600	17.879400	9.933000
1	11.919600	9.933000	13.906200
1	9.933000	11.919600	13.906200
1	21.852600	11.919600	13.906200
1	11.919600	21.852600	13.906200
1	11.919600	9.933000	17.879400
1	9.933000	11.919600	17.879400
1	21.852600	11.919600	17.879400
1	11.919600	21.852600	17.879400
1	11.919600	13.906200	21.852600
1	13.906200	11.919600	21.852600
1	17.879400	11.919600	21.852600
1	11.919600	17.879400	21.852600
1	15.892800	15.892800	7.946400
1	15.892800	7.946400	15.892800
1	7.946400	15.892800	15.892800
1	23.839200	15.892800	15.892800
1	15.892800	23.839200	15.892800
1	15.892800	15.892800	23.839200
0	13.906200	13.906200	7.946400
0	17.879400	13.906200	7.946400
0	13.906200	17.879400	7.946400
0	17.879400	17.879400	7.946400
0	17.879400	13.906200	23.839200
0	13.906200	17.879400	23.839200
0	17.879400	17.879400	23.839200
0	13.906200	7.946400	13.906200
0	17.879400	7.946400	13.906200
0	7.946400	13.906200	13.906200
1	23.839200	13.906200	13.906200
0	7.946400	17.879400	13.906200
0	23.839200	17.879400	13.906200
0	13.906200	23.839200	13.906200
0	17.879400	23.839200	13.906200
1	13.906200	7.946400	17.879400
0	17.879400	7.946400	17.879400
0	7.946400	13.906200	17.879400
0	23.839200	13.906200	17.879400
0	7.946400	17.879400	17.879400
0	23.839200	17.879400	17.879400
0	13.906200	23.839200	17.879400
0	17.879400	23.839200	17.879400
0	9.933000	9.933000	15.892800
0	21.852600	9.933000	15.892800
0	9.933000	21.852600	15.892800
0	21.852600	21.852600	15.892800
0	13.906200	13.906200	23.839200
0	15.892800	9.933000	9.933000
0	9.933000	15.892800	9.933000
1	21.852600	15.892800	9.933000
0	15.892800	21.852600	9.933000
1	15.892800	9.933000	21.852600
0	9.933000	15.892800	21.852600
0	21.852600	15.892800	21.852600
0	15.892800	21.852600	21.852600
0	19.866000	15.892800	7.946400
1	15.892800	19.866000	7.946400
1	19.866000	7.946400	15.892800
1	7.946400	19.866000	15.892800
0	15.892800	7.946400	19.866000
1	7.946400	15.892800	19.866000
1	15.892800	11.919600	7.946400
1	11.919600	15.892800	7.946400
1	15.892800	7.946400	11.919600
1	7.946400	15.892800	11.919600
0	23.839200	15.892800	11.919600
1	15.892800	23.839200	11.919600
1	11.919600	7.946400	15.892800
1	7.946400	11.919600	15.892800
1	23.839200	11.919600	15.892800
1	23.839200	19.866000	15.892800
1	11.919600	23.839200	15.892800
1	19.866000	23.839200	15.892800
1	23.839200	15.892800	19.866000
1	15.892800	23.839200	19.866000
0	15.892800	11.919600	23.839200
1	11.919600	15.892800	23.839200
1	19.866000	15.892800	23.839200
1	15.892800	19.866000	23.839200
1	9.933000	9.933000	19.866000
1	21.852600	9.933000	19.866000
1	9.933000	21.852600	19.866000
1	21.852600	21.852600	19.866000
1	19.866000	9.933000	9.933000
0	9.933000	19.866000	9.933000
1	19.866000	21.852600	9.933000
0	21.852600	19.866000	9.933000
1	19.866000	9.933000	21.852600
1	9.933000	19.866000	21.852600
1	19.866000	21.852600	21.852600
0	21.852600	19.866000	21.852600
1	9.933000	9.933000	11.919600
1	21.852600	9.933000	11.919600
1	9.933000	21.852600	11.919600
1	21.852600	21.852600	11.919600
1	11.919600	9.933000	9.933000
1	9.933000	11.919600	9.933000
1	21.852600	11.919600	9.933000
1	11.919600	21.852600	9.933000
1	11.919600	9.933000	21.852600
1	9.933000	11.919600	21.852600
1	21.852600	11.919600	21.852600
1	11.919600	21.852600	21.852600
0	19.866000	19.866000	7.946400
0	19.866000	7.946400	19.866000
0	7.946400	19.866000	19.866000
