	443	0.5
     0	     0	-1583.027381
     1	     1	-1583.359510
     2	     2	-1583.451100
     3	     3	-1584.041713
     5	     4	-1584.043528
     6	     5	-1584.456533
     7	     6	-1584.484293
    11	     7	-1584.619469
    12	     8	-1584.738515
    13	     9	-1585.021767
    14	    10	-1585.186940
    16	    11	-1585.204768
    17	    12	-1585.292246
    19	    13	-1585.361220
    20	    14	-1585.464564
    21	    15	-1585.548091
    22	    16	-1585.566483
    23	    17	-1585.647185
    25	    18	-1585.796023
    26	    19	-1585.850890
    29	    20	-1585.944797
    31	    21	-1585.979952
    32	    22	-1585.986749
    33	    23	-1586.042523
    34	    24	-1586.072496
    35	    25	-1586.094285
    37	    26	-1586.114524
    38	    27	-1586.116989
    39	    28	-1586.123963
    40	    29	-1586.146568
    41	    30	-1586.160445
    43	    31	-1586.176885
    48	    32	-1586.251395
    49	    33	-1586.258290
    50	    34	-1586.267871
    51	    35	-1586.273823
    52	    36	-1586.280103
    54	    37	-1586.287998
    55	    38	-1586.292030
    56	    39	-1586.301225
    63	    40	-1586.303500
    69	    41	-1586.305735
   169	    41	-1586.305735
   269	    41	-1586.305735
   369	    41	-1586.305735
   469	    41	-1586.305735
   569	    41	-1586.305735
   669	    41	-1586.305735
   769	    41	-1586.305735
   869	    41	-1586.305735
   969	    41	-1586.305735
  1069	    41	-1586.305735
